Demographic variable,Response,Count,ees,mw_p,op_p,lm_p,mt_p,ld_p,if_p,rw_p,pb_p,lc_p,HSE_index,PERMA_index,B01,B02,B03,B04,B05,B06,B07,B08,B09,B10,B11,B12,B13,B14,B15,B16,B17,B18,B19,B20,B21,B22,B23,B24,B25,B26,B27,B28,B29,B30,B31,B32,B33,B34,B35,B36,B37,B38,B39,B40,B41,B42,B43,B44,B45,B46,B47,B48,B49,B50,B51,B52,B53,B54,B55,B56,B57,B58,B59,B60,C01_1,C01_2,C01_3,C01_4,D01,D02,D03,E01 [4],E02_01,E02_02,E02_03,E02_04,E02_05,E02_06,E02_07,E02_08,E02_09,E02_10,E02_11,E02_12,E02_13,E02_14,E02_15,E02_16,E02_17,E02_18,E02_19,E02_20,E03 [4],E03A_01,E03A_02,E03A_03,E03A_04,E03A_05,E03A_06,E03A_07,E03A_08,E03A_09,E03A_10,E03A_11,E03A_12,E03A_13,E03A_14,E03A_15,E03A_16,E03A_17,E04_01,E04_02,E04_03,E04_04,E04_05,E04_06,E04_07,E04_08,E04_09,E04_10,E04_11,E04_12,E05,E06_A,E06_B,E06_C,E06_D,W01,W02,W03,W04,J04B,W05,W07,W08
J03_all,"Black: Any other Black, Black British or Caribbean background",37,58.378,71.892,74.324,62.162,67.568,52.703,61.486,68.018,27.928,40.015,35.051,68.919,86.486,78.378,64.865,56.757,72.973,75.676,72.973,64.865,70.27,64.865,66.667,70.27,64.865,62.162,56.757,55.556,43.243,75.676,70.27,56.757,59.459,51.351,48.649,51.351,62.162,62.162,59.459,62.162,67.568,70.27,83.784,67.568,56.757,62.162,27.027,27.027,29.73,47.222,43.243,32.432,37.838,33.333,37.838,56.757,32.432,37.838,56.757,59.459,51.351,51.351,54.054,38.889,32.432,86.486,59.459,52.778,62.162,64.865,52.778,57.143,16.667,11.111,36.111,36.111,80,60,50,21.622,[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],10.811,[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],56.757,56.757,56.757,40.541,72.973,67.568,8.108,59.459
J03_all,Black: Caribbean,137,55.296,63.504,75.912,64.436,71.776,49.453,62.409,63.187,27.981,47.425,35.532,66,77.372,67.153,65.693,44.118,62.774,75.182,76.642,67.153,75,70.896,61.314,69.343,72.059,63.504,64.706,61.765,37.956,75.912,72.263,67.153,59.854,50.365,45.255,42.336,64.964,70.803,58.394,55.474,61.314,70.588,74.265,63.504,53.676,55.474,27.737,29.927,26.277,59.854,56.618,49.635,48.175,35.036,33.577,60.741,39.416,43.796,55.147,50.365,37.5,41.606,43.796,43.796,37.956,78.832,54.015,60.584,57.037,59.854,52.555,60.448,13.869,10.949,28.467,46.715,77.444,54.135,56.061,28.467,28.205,10.256,25.641,46.154,25.641,0,41.026,17.949,2.564,12.821,7.692,0,0,2.564,7.692,20.513,15.385,20.513,12.821,7.692,23.358,28.125,25,37.5,56.25,21.875,50,53.125,46.875,68.75,56.25,31.25,0,3.125,15.625,12.5,12.5,0,53.125,25,37.5,50,0,6.25,6.25,6.25,0,3.125,0,6.25,34.375,12.5,35.484,71.875,45.455,51.852,55.556,54.478,44.444,62.5,68.148,17.647,66.423
J03_all,Mixed: Any other Mixed or Multiple ethnic background,273,62.694,68.938,78.309,67.259,78.676,51.011,71.783,66.789,30.515,48.474,31.55,69.167,85.294,72.794,69.485,49.265,68.498,77.206,79.412,69.853,79.779,79.779,61.029,73.897,77.941,68.015,62.5,61.397,38.376,84.191,79.779,72.059,54.244,51.471,50.368,47.794,74.265,81.181,63.235,68.75,60.294,68.75,83.456,64.706,59.926,63.838,30.515,36.765,24.265,67.279,58.974,48.162,49.265,35.294,35.662,60,33.456,47.426,60.073,58.974,51.103,51.103,50.368,45.588,33.456,80.443,64.444,60.741,63.603,70.956,59.41,65.926,11.07,15.129,32.841,40.959,89.925,57.836,61.338,22.426,29.508,9.836,24.59,31.148,19.672,0,19.672,6.557,0,29.508,9.836,1.639,4.918,6.557,9.836,13.115,6.557,14.754,19.672,3.279,17.582,12.5,6.25,39.583,27.083,2.083,43.75,62.5,27.083,33.333,35.417,25,2.083,0,8.333,18.75,25,2.083,45.833,12.5,41.667,22.917,0,4.167,8.333,4.167,0,2.083,0,4.167,43.75,10.417,50,70.833,28.571,50.185,54.613,49.815,29.63,57.934,63.838,13.704,65.809
J03_all,Mixed: White and Asian,178,61.243,74.831,80.899,74.736,80.15,61.096,79.635,68.521,41.011,54.689,27.739,69.233,87.64,77.528,74.157,55.367,79.213,79.213,82.584,77.528,91.573,86.441,67.232,79.213,84.27,72.159,71.751,76.966,39.888,87.079,82.584,70.787,64.607,56.742,64.045,58.989,83.146,87.079,73.034,75.281,62.36,69.663,84.181,69.101,62.36,63.483,39.888,46.629,36.517,71.348,62.921,50.562,55.932,45.506,40.449,65.537,45.506,55.056,59.551,62.921,42.938,53.933,46.629,52.247,32.022,87.079,66.854,66.667,70.225,75.843,66.102,70.787,10.734,18.644,32.768,37.853,92.655,53.933,69.101,8.427,33.333,20,13.333,40,26.667,0,46.667,13.333,6.667,40,26.667,6.667,6.667,13.333,26.667,20,6.667,20,13.333,6.667,10.112,22.222,16.667,38.889,44.444,0,44.444,50,33.333,27.778,44.444,55.556,11.111,0,16.667,11.111,5.556,0,72.222,22.222,27.778,44.444,0,0,5.556,11.111,11.111,0,11.111,0,27.778,22.222,38.889,55.556,[c],42.697,47.159,42.614,25.843,51.977,59.322,11.864,76.836
J03_all,Mixed: White and Black African,56,69.286,74.286,79.464,71.21,79.167,65.476,75.446,76.548,39.881,54.365,28.302,72.818,91.071,72.727,76.364,58.182,71.429,75,83.929,74.545,85.714,85.455,60,78.571,87.5,69.643,70.909,61.818,35.714,89.286,83.636,64.286,73.214,69.811,65.455,53.571,80.357,83.636,69.091,69.091,76.786,73.214,87.5,76.364,70.37,75,37.5,42.857,38.182,73.214,58.929,63.636,58.182,55.357,42.857,62.5,34.545,37.5,73.214,75,58.929,58.929,60.714,44.643,41.071,89.286,58.929,49.091,60.714,60.714,55.357,67.857,5.357,12.5,37.5,44.643,78.571,50,64.286,14.286,[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],14.286,[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],58.929,64.286,47.273,38.889,71.429,66.071,11.111,75
J03_all,Mixed: White and Black Caribbean,96,60.365,68.333,81.25,65.405,79.514,57.895,74.219,67.882,40.278,48.51,31.152,66.474,80.208,76.042,66.667,53.125,65.625,77.083,85.417,67.708,80.208,77.083,59.375,73.958,80.208,60,61.458,62.5,31.25,81.25,84.375,72.917,64.211,52.128,61.053,53.684,79.167,84.375,66.667,66.667,58.333,71.875,84.375,68.75,62.5,61.458,41.667,45.833,33.333,69.792,58.333,47.917,57.292,38.542,31.25,57.292,31.25,45.263,62.5,60.417,44.792,56.25,50,35.417,20.833,82.292,64.583,67.368,67.708,68.75,53.125,70.833,8.421,18.947,32.632,40,79.57,50.538,51.648,19.792,21.053,0,10.526,31.579,36.842,5.263,15.789,0,10.526,15.789,0,5.263,0,5.263,10.526,10.526,5.263,10.526,5.263,15.789,14.583,0,7.143,28.571,42.857,0,35.714,28.571,28.571,57.143,28.571,35.714,0,0,14.286,28.571,28.571,7.143,64.286,28.571,21.429,28.571,0,0,0,0,7.143,0,0,7.143,42.857,23.077,23.077,84.615,[c],52.632,52.632,44.681,30.526,55.789,61.053,12.766,69.474
J03_all,Other: Any other ethnic group,181,62.417,70.884,77.072,66.378,75.322,55.249,71.685,66.298,29.282,48.926,32.35,69.688,80.11,77.778,73.184,55.801,67.403,74.033,80.11,68.508,77.778,73.333,61.326,74.033,78.453,64.088,65,61.878,39.227,78.453,75.138,72.376,64.088,54.144,52.486,50.276,70.556,80.556,69.061,66.851,66.298,69.061,82.873,67.222,55.801,56.111,28.177,34.254,25.414,62.431,56.906,49.724,53.039,39.779,36.464,63.536,34.807,43.646,66.298,59.669,51.667,51.934,53.591,43.646,38.674,84.53,62.431,59.444,65.746,68.333,57.459,63.889,14.917,12.707,27.624,44.751,85.549,56.647,58.48,21.111,21.053,10.526,21.053,31.579,18.421,10.526,28.947,13.158,2.632,26.316,15.789,0,0,13.158,23.684,15.789,13.158,13.158,18.421,7.895,18.889,17.647,20.588,41.176,41.176,2.941,44.118,47.059,47.059,50,58.824,29.412,5.882,2.941,14.706,26.471,11.765,2.941,44.118,14.706,32.353,29.412,0,2.941,2.941,5.882,0,2.941,5.882,8.824,55.882,11.765,29.412,82.353,47.368,48.876,60.112,53.933,35.955,65.73,66.292,12.36,65.169
J03_all,Other: Arab,13,45.385,66.154,50,62.308,58.974,26.923,57.692,58.974,30.769,41.88,39.904,54.583,69.231,76.923,61.538,46.154,76.923,46.154,53.846,69.231,69.231,69.231,53.846,69.231,69.231,61.538,61.538,61.538,38.462,61.538,61.538,53.846,38.462,23.077,23.077,23.077,61.538,61.538,53.846,53.846,53.846,61.538,84.615,61.538,61.538,30.769,38.462,23.077,30.769,53.846,46.154,30.769,46.154,46.154,53.846,38.462,30.769,30.769,53.846,53.846,38.462,46.154,38.462,46.154,7.692,69.231,53.846,53.846,53.846,46.154,30.769,50,30.769,7.692,23.077,38.462,69.231,38.462,38.462,38.462,[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],23.077,[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],33.333,41.667,50,16.667,53.846,61.538,38.462,61.538
J03_all,White: Any other White background,1013,64.271,74.714,81.244,71.181,82.494,56.022,79.64,69.572,37.512,53.471,28.721,71.723,88.746,78.02,76.04,55.04,75.617,79.368,83.202,73.643,85.87,84.325,66.206,78.557,80.849,68.281,65.941,70.286,37.921,87.562,83.514,76.383,61.599,51.83,55.83,54.698,82.527,87.463,73.617,74.926,66.14,72.628,87.352,70.949,57.27,63.043,38.203,42.391,31.984,72.233,68.119,51.587,57.864,39.445,36.967,65.776,36.436,52.772,67.755,65.613,48.024,54.204,53.96,52.924,36.634,89.625,72.008,71.245,68.775,75.692,60.079,73.188,8.242,16.584,37.934,37.239,90.2,58.458,67.538,12.352,18.548,8.871,16.935,20.968,28.226,5.645,33.871,17.742,2.419,13.71,10.484,2.419,4.032,10.484,17.742,11.29,16.935,16.129,15.323,2.419,13.636,22.628,9.489,25.547,43.796,1.46,33.577,47.445,27.737,29.197,36.496,27.007,7.299,3.65,10.949,17.518,21.168,2.92,45.985,15.328,24.818,27.737,6.569,4.38,2.19,2.92,5.839,2.19,3.65,5.839,49.275,18.519,40.441,63.971,36.765,51.693,60.14,50.949,34.466,62.823,69.055,10.437,75.595
J03_all,White: British,12769,64.175,75.211,82.865,73.392,83.188,59.233,80.581,72.779,39.554,54.563,27.651,71.682,88.516,81.024,76.885,55.381,74.228,81.673,84.059,75.932,87.473,84.982,68.579,80.233,83.63,70.687,68.118,72.968,41.249,88.082,84.699,76.784,65.358,54.729,62.56,54.272,84.506,88.039,71.587,78.2,68.92,75.384,86.879,72.412,62.984,70.108,38.875,45.57,34.232,72.073,66.06,54.971,58.318,39.884,39.978,66.599,40.069,53.17,65.899,65.529,52.872,56.67,53.73,50.902,35.638,89.343,71.553,72.157,71.235,79.069,62.237,72.028,6.799,13.363,33.022,46.816,91.859,64.983,71.525,12.319,18.101,8.987,22.69,2.804,20.331,2.868,25.43,2.167,2.868,22.753,7.712,1.848,1.466,5.609,21.606,6.692,15.296,14.914,15.615,3.505,11.335,14.592,11.065,29.668,36.584,0.761,41.563,47.856,27.663,38.382,38.728,28.423,4.357,4.011,11.687,17.981,15.145,1.037,46.574,12.664,31.488,28.097,4.844,3.253,1.176,2.007,3.045,1.522,2.976,4.913,44.205,15.949,46.792,65.808,37.264,52.932,58.163,49.452,36.402,57.426,63.269,10.624,77.747
J03_all,White: Gypsy or Irish Traveller,31,54.839,65.161,69.355,58.71,73.118,37.903,60.484,61.183,24.731,41.219,42.604,63.226,74.194,77.419,70.968,50,54.839,64.516,74.194,51.613,80.645,74.194,54.839,70.968,70.968,48.387,38.71,58.065,38.71,74.194,74.194,70.968,54.839,46.667,29.032,22.581,61.29,64.516,51.613,64.516,54.839,54.839,80.645,58.065,56.667,61.29,25.806,29.032,19.355,45.161,54.839,41.935,38.71,35.484,25.806,54.839,38.71,35.484,51.613,45.161,61.29,45.161,45.161,41.935,32.258,64.516,54.839,48.387,64.516,74.194,51.613,48.387,16.129,19.355,19.355,45.161,87.097,70.968,54.839,35.484,27.273,9.091,27.273,18.182,18.182,0,27.273,0,0,27.273,27.273,9.091,0,0,0,9.091,9.091,27.273,9.091,18.182,29.032,[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],[c],45.161,41.935,50,38.71,51.613,51.613,16.129,64.516
J03_all,White: Irish,264,62.529,76.894,81.559,73.674,80.934,58.239,80.208,69.886,38.005,54.04,29.42,71.274,91.288,84.091,76.515,60.837,71.591,77.947,85.171,77.652,83.333,86.364,67.681,82.197,84.47,67.803,67.803,72.727,46.591,86.742,83.333,72.727,63.636,53.03,62.5,53.788,84.47,88.258,71.212,76.894,68.939,69.697,87.121,74.427,57.197,61.742,39.015,42.803,32.197,74.242,64.394,53.612,60.985,39.394,37.879,64.015,37.879,53.788,67.424,62.357,48.485,54.753,51.711,49.621,36.882,90.494,72.348,74.144,74.621,76.136,63.118,71.648,11.787,12.928,38.023,37.262,90.84,64.885,70.611,11.787,25.806,3.226,32.258,12.903,12.903,0,19.355,6.452,3.226,12.903,9.677,0,3.226,6.452,29.032,16.129,9.677,12.903,12.903,3.226,12.928,20.588,5.882,26.471,38.235,0,41.176,50,20.588,29.412,29.412,23.529,2.941,0,5.882,17.647,17.647,8.824,38.235,5.882,26.471,23.529,5.882,11.765,0,0,2.941,0,5.882,5.882,44.118,15.152,58.824,54.545,26.667,48.669,57.414,47.909,35.115,60.606,65.779,8.333,77.273
