"Demographic variable [1, 5, 6]",Response,Count,ees [2],mw_p [3],op_p [3],lm_p [3],mt_p [3],ld_p [3],if_p [3],rw_p [3],pb_p [3],lc_p [3],HSE_index,PERMA_index,B01,B02,B03,B04,B05,B06,B07,B08,B09,B10,B11,B12,B13,B14,B15,B16,B17,B18,B19,B20,B21,B22,B23,B24,B25,B26,B27,B28,B29,B30,B31,B32,B33,B34,B35,B36,B37,B38,B39,B40,B41,B42,B43,B44,B45,B46,B47,B48,B49,B50,B51,B52,B53,B54,B55,B56,B57,B58,B59,B60,C01_1,C01_2,C01_3,C01_4,D01,D02,D03,E01 [4],E02_01,E02_02,E02_03,E02_04,E02_05,E02_06,E02_07,E02_08,E02_09,E02_10,E02_11,E02_12,E02_13,E02_14,E02_15,E02_16,E02_17,E02_18,E02_19,E02_20,E03 [4],E03A_01,E03A_02,E03A_03,E03A_04,E03A_05,E03A_06,E03A_07,E03A_08,E03A_09,E03A_10,E03A_11,E03A_12,E03A_13,E03A_14,E03A_15,E03A_16,E03A_17,E04_01,E04_02,E04_03,E04_04,E04_05,E04_06,E04_07,E04_08,E04_09,E04_10,E04_11,E04_12,E05,E06_A,E06_B,E06_C,E06_D,W01,W02,W03,W04,J04B,W05,W07,W08
H8B,Commercial,5606,68.639,83.263,85.792,76.784,85.102,65.204,84.537,76.106,43.215,60.225,25.098,75.236,92.7,87.63,83.011,68.327,84.651,84.371,87.203,78.797,90.032,88.366,73.548,83.559,85.967,74.557,72.573,75.228,45.167,87.982,86.199,81.135,73.925,60.386,64.564,61.857,86.474,90.032,77.403,84.211,72.537,79.861,90.938,76.246,63.41,73.662,44.48,50.84,34.31,77.052,71.158,63.654,66.053,43.613,43.204,75.134,45.666,56.387,73.492,70.911,59.038,63.861,59.814,59.432,44.194,92.607,76.607,76.823,74.357,85.311,64.255,77.329,3.703,9.517,33.256,53.524,91.013,66.818,76.444,7.385,17.15,9.662,8.937,12.802,17.633,0.242,35.749,3.865,0.725,11.353,10.145,1.932,2.174,2.415,0.242,4.589,13.285,18.116,16.908,8.454,7.551,9.739,4.988,20.903,43.943,0.713,36.817,51.069,26.366,36.105,33.254,30.641,0.713,1.9,7.601,9.739,11.164,2.138,37.381,15,32.857,23.571,5.238,2.857,1.905,4.762,1.429,0.714,1.905,7.143,41.805,18.313,44.762,55.714,28.409,63.381,71.057,60.366,44.903,73.962,73.506,4.224,80.143
H8B,Communications,9108,65.636,74.285,83.904,73.966,83.979,56.739,80.763,76.098,42.126,56.22,27.315,73.192,89.117,80.975,77.428,55.843,68.01,82.122,85.677,76.337,85.92,83.107,70.254,79.633,83.862,72,70.654,71.839,45.997,88.694,86.055,77.23,68.34,52.409,55.983,50.198,83.205,87.756,71.728,80.362,72.571,77.373,89.618,77.183,66.814,73.011,40.85,47.611,37.924,72.372,66.098,58.41,60.297,45.895,40.972,69.884,40.992,51.104,68.373,66.344,52.865,59.657,56.922,51.687,35.766,90.445,69.652,72.015,68.81,80.543,60.849,72.814,5.94,12.508,31.772,49.78,87.625,62.085,73.753,8.876,12.871,13.366,11.262,12.376,13.119,0,21.782,3.713,2.475,14.109,8.663,3.342,2.228,2.475,0.124,4.455,13.985,19.059,19.183,8.54,7.591,8.828,3.763,22.431,41.245,0.868,38.35,48.915,28.509,36.324,34.298,26.773,3.618,5.355,9.117,12.156,14.038,2.46,39.359,12.974,31.924,27.405,2.77,3.061,0.437,1.166,0.729,0.437,3.353,9.621,41.63,17.81,47.246,57.726,30.42,58.017,66.232,56.034,40.735,68.11,70.98,5.745,77.349
H8B,Counter Fraud,5445,59.244,76.379,85.216,71.623,82.21,57.917,79.155,76.232,27.535,48.682,28.232,73.809,90.321,83.622,79.047,54.793,74.072,83.248,87.179,72.657,87.888,81.697,69.764,76.943,81.422,70.127,64.245,69.994,41.474,88.754,83.257,74.628,72.103,55.047,56.167,48.319,81.352,86.832,69.486,78.919,70.494,78.502,84.468,70.602,74.153,79.254,26.475,33.811,22.355,64.946,59.783,50.433,49.172,37.192,30.257,65.481,33.946,47.061,52.351,52.135,49.226,47.893,45.662,46.012,37.842,89.994,66.152,67.139,70.169,80.412,67.721,67.372,6.984,9.655,23.752,59.609,94.594,76.057,71.207,12.351,17.91,14.478,13.881,14.925,13.731,0,20.896,3.284,1.343,12.388,10.299,1.94,4.627,4.03,1.642,4.627,19.552,15.522,21.94,8.209,10.891,11.036,3.905,28.862,32.428,0.509,40.407,40.577,21.902,41.596,38.879,24.618,2.716,3.226,11.885,10.526,16.469,4.244,44.293,7.325,33.049,31.346,6.814,0.852,0.852,0.341,0.511,0.341,2.555,8.007,40.476,12.976,38.579,66.61,37.815,60.807,68.555,59.448,48.455,68.662,68.877,5.721,74.825
H8B,Debt Management,4101,58.22,66.851,85.126,71.798,82.736,56.807,77.046,75.441,21.767,49.667,29.639,70.194,81.22,79.574,70.09,44.738,58.634,84.004,86.247,73.927,84.952,78.44,70.932,76.587,80.41,69.446,66.74,68.061,48.352,90.195,85.264,72.763,71.934,53.968,58.372,42.983,79.722,87.195,62.448,78.805,67.529,77.205,82.176,72.896,74.309,78.599,18.191,31.494,15.634,64.202,58.943,54.021,49.963,41.406,35.432,64.104,32.389,46.646,52.013,51.026,46.869,49.559,47.95,42.498,34.977,88.583,59.922,71.111,67.693,80.854,66.854,65.77,8.971,10.413,22.366,58.25,93.115,74.494,73.408,10.558,12.731,14.583,15.741,14.352,10.185,0,13.426,2.546,0.463,21.528,7.87,2.083,4.398,1.62,0.463,3.241,21.296,22.917,18.519,8.565,9.39,11.198,5.469,30.729,35.156,0.521,38.542,37.24,15.365,40.365,31.771,15.104,4.948,4.427,10.417,16.146,15.625,3.646,43.75,4.688,34.375,25,5.208,0.781,0.521,0.781,1.823,1.042,1.302,8.333,47.52,18.037,51.979,57.813,34.615,55.43,62.869,53.432,42.211,63.072,63.634,7.027,75.538
H8B,"Digital, Data and Technology",12109,67.232,83.079,82.52,75.945,88.26,59.285,84.754,75.918,41.505,59.078,24.492,75.331,92.44,86.822,82.196,68.451,85.457,80.18,84.859,78.332,91.324,88.897,71.469,83.6,85.196,71.728,68.887,73.975,45.906,90.198,89.58,85.013,68.312,54.547,58.302,55.855,87.491,90.093,77.151,84.251,72.484,76.647,87.881,75.776,67.011,75.692,43.075,48.27,33.129,74.018,68.868,59.97,61.449,43.305,45.719,72.723,46.923,58.579,68.903,69.254,57.247,60.69,57.723,54.835,38.561,93.184,80.5,75.052,74.456,84.752,60.569,76.416,3.836,9.056,32.121,54.988,90.014,65.189,76.662,6.958,17.836,11.415,12.842,15.101,19.025,0.595,28.894,4.281,1.308,10.226,13.436,1.07,3.448,3.329,1.07,8.323,14.388,16.766,21.641,7.015,6.561,9.206,2.9,21.438,43.632,0.378,38.335,47.289,33.922,35.939,41.236,27.869,1.892,3.279,6.305,8.827,13.619,3.279,41.624,12.31,28.553,25.888,3.68,1.015,2.03,10.914,1.142,0.127,1.777,7.868,41.952,16.923,41.931,61.139,31.515,62.308,68.441,58.909,46.381,72.719,71.198,4.583,79.998
H8B,Finance,9128,67.105,82.076,85.939,75.878,85.965,61.849,84.383,78.888,43.492,60.428,24.873,74.231,91.33,85.584,81.442,67.892,84.122,84.658,87.222,77.195,89.022,87.291,72.061,82.73,84.679,74.415,70.921,74.451,46.116,88.184,86.709,83.039,73.934,54.741,63.312,55.375,85.836,89.899,77.886,83.883,75.301,83.474,90.617,78.849,68.729,76.404,43.116,50.203,37.195,77.466,71.378,63.052,65.569,45.305,43.058,73.072,46.948,57.984,69.17,68.905,57.031,60.833,58.26,58.057,44.893,93.744,77.543,75.826,71.559,84.335,66.564,77.134,3.878,8.866,27.763,59.492,92.063,70.607,78.45,6.794,20.065,12.621,11.974,14.887,13.754,0.162,27.184,5.016,0.647,11.327,10.68,1.133,2.427,2.913,0.809,6.311,14.401,19.579,16.019,9.385,6.786,8.738,3.236,22.654,39.32,0.324,35.599,45.793,25.081,37.379,35.437,24.434,1.942,4.693,7.282,9.223,14.239,2.751,37.338,12.662,32.955,22.89,5.195,2.597,0.812,2.435,0.974,0.162,2.273,11.364,41.721,14.711,41.396,56.423,32.685,62.913,70.126,59.613,46.367,73.303,71.975,4.712,79.519
H8B,Grants Management,631,65.986,78.185,82.409,74.805,83.73,52.8,83.003,75.8,46.276,56.643,26.157,73.427,90.174,82.54,78.922,60.856,78.447,80.666,84.152,76.387,88.59,84.076,70.523,82.092,85.895,74.286,70.635,74.96,40.729,88.889,85.079,77.179,64.659,47.861,51.664,47.059,86.212,88.553,76.387,80.952,70.048,80,88.871,75.556,64.65,75.911,46.032,51.905,41.046,72.381,69.683,55.943,61.943,43.402,40.064,72.857,42.472,51.111,64.762,68.73,51.51,59.683,57.143,53.09,39.144,91.442,68.78,69.745,70.747,83.148,59.141,74.801,5.431,11.342,25.879,57.348,92.344,71.77,77.528,6.825,9.302,16.279,2.326,11.628,23.256,0,27.907,11.628,0,13.953,13.953,0,0,4.651,2.326,6.977,18.605,27.907,18.605,6.977,6.498,4.878,7.317,31.707,36.585,0,34.146,46.341,26.829,41.463,51.22,34.146,0,2.439,12.195,7.317,24.39,0,46.341,9.756,39.024,21.951,9.756,7.317,0,2.439,0,0,0,7.317,34.146,10.256,35,73.171,42.857,59.554,66.188,56.07,41.308,68.521,70.747,5.263,78.025
H8B,HR,9159,68.364,83.479,86.054,76.199,87.647,62.758,84.269,76.788,48.915,59.372,24.829,75.725,93.063,85.746,83.682,69.143,85.727,84.795,87.328,78.28,88.677,88.113,72.739,82.958,85.329,73.579,70.457,74.428,47.315,89.405,89.019,84.555,74.367,56.949,62.482,57.185,86.761,90.167,77.39,82.744,75,80.186,92.154,77.583,63.441,72.348,48.148,55.62,42.999,74.948,67.235,62.141,62.987,44.888,44.957,72.813,48.387,56.038,74.192,70.514,60.287,61.313,58.733,58.757,44.749,92.603,78.974,77.015,75.252,85.8,70.075,75.052,4.486,10.318,29.992,55.203,94.249,77.457,80.068,7.982,18.294,14.305,12.93,14.993,14.443,0,25.86,5.502,1.376,9.491,8.803,2.613,2.613,2.338,0,6.19,14.168,19.395,16.369,8.253,8.071,6.386,2.717,21.603,40.217,0.136,36.413,46.603,27.038,35.598,33.152,28.668,2.174,2.446,6.386,9.918,14.538,2.31,32.329,12.055,34.384,25.342,6.027,2.055,0.548,0.411,2.055,0.411,2.055,9.041,40.544,18.182,45.714,55.313,30.201,63.313,71.068,61.154,45.995,73.178,71.802,4.766,82.119
H8B,Internal Audit,1205,64.954,81.581,86.432,74.608,85.477,60.747,82.656,78.34,42.006,56.646,25.047,74.315,90.954,86.794,79.267,66.805,84.149,84.232,88.631,75.851,89.627,86.239,70.358,81.079,84.219,74.896,68.614,74.148,40.633,88.216,87.22,81.063,71.452,57.369,58.083,56.027,84.801,89.203,76.495,80.083,74.668,82.28,89.517,73.339,71.322,78.838,43.973,47.88,34.274,75.187,67.774,59.716,60.765,38.34,38.82,70.906,44.103,54.153,66.556,62.51,54.788,55.943,52.863,55.814,43.983,93.112,75.27,73.837,74.397,82.724,62.365,75.897,3.405,12.209,25.498,58.887,93.231,72.99,74.842,8.389,19.802,9.901,14.851,14.851,11.881,0,26.733,6.931,1.98,10.891,9.901,2.97,0.99,5.941,0.99,5.941,14.851,13.861,16.832,4.95,7.801,10.638,4.255,19.149,41.489,1.064,35.106,40.426,30.851,30.851,30.851,24.468,5.319,1.064,8.511,11.702,12.766,2.128,35.106,8.511,30.851,30.851,1.064,1.064,0,0,1.064,1.064,1.064,13.83,36.559,18.478,47.312,56.383,26.471,63.364,67.388,58.25,48.669,70.764,71.322,4.817,77.925
H8B,International Trade,1867,66.567,80.051,85.592,76.197,84.316,60.717,83.699,73.978,32.816,57.22,25.469,74.656,92.015,86.896,80.194,60.536,80.654,84.039,87.145,78.284,89.55,87.648,75.094,81.458,84.871,72.112,71.659,73.992,47.318,88.204,85.477,79.303,70.916,59.839,56.645,55.526,86.412,90.709,75.686,81.95,69.63,78.69,87.024,71.482,65.182,71.758,32.619,39.175,26.674,76.593,70.869,57.082,63.11,44.427,38.156,69.474,41.769,53.591,71.061,67.633,55.395,60.59,58.275,55.811,39.979,91.421,73.741,73.591,71.49,82.735,58.82,76.733,5.69,12.882,35.212,46.216,88.967,63.72,75.271,8.516,20.755,15.094,4.403,16.352,20.755,0,32.704,7.547,3.145,6.918,15.094,1.258,4.403,3.774,0.629,7.547,12.579,18.868,21.384,5.66,6.642,11.29,8.871,16.935,45.161,1.613,41.935,55.645,29.839,40.323,29.032,34.677,5.645,8.871,4.839,7.258,12.903,1.613,37.097,10.484,35.484,24.194,6.452,9.677,1.613,0,2.419,3.226,2.419,8.065,42.276,13.71,41.935,54.472,25,62.433,70.059,59.505,43.565,74.436,74.906,3.929,78.433
H8B,Knowledge and Information Management,3137,65.947,79.177,83.413,73.272,83.216,55.985,81.716,77.505,41.228,54.64,25.987,73.549,90.555,82.699,79.539,63.186,80.026,81.934,84.871,74.713,87.576,83.855,68.159,79.05,82.499,71.036,68.02,73.169,44.505,86.124,84.61,78.915,69.888,52.952,53.067,48.102,84.132,88.247,74.209,80.395,73.501,81.08,89.426,74.552,69.243,77.25,40.816,46.713,36.213,69.464,65.484,58.57,58.253,42.31,37.289,68.199,41.584,50.622,67.294,64.411,56.965,57.659,55.077,50.797,34.778,91.996,74.872,71.05,68.53,81.009,57.12,73.227,4.545,8.035,28.009,59.411,90.186,68.631,73.922,8.673,18.081,14.76,18.081,11.808,11.808,0,28.413,4.797,0.738,10.701,11.439,1.107,2.952,2.583,0.369,8.118,19.188,19.557,19.557,6.273,7.53,13.617,3.83,25.106,41.702,0,38.723,49.362,26.383,37.872,42.128,27.234,2.979,6.383,6.809,15.745,15.319,2.128,47.66,13.617,30.638,23.83,6.809,0,0.851,1.702,0.851,1.702,2.979,7.234,43.59,16.883,42.979,56.897,34.314,60.161,67.719,59.484,45.712,70.609,69.583,5.006,76.719
H8B,Legal,8730,65.701,79.964,85.071,72.382,80.899,59.199,80.762,74.017,31.586,54.374,27.559,75.339,94.129,89.895,85.453,57.45,72.922,84.072,86.061,75.023,86.409,82.226,68.965,80.08,82.613,70.875,67.911,72.285,37.369,87.987,82.623,72.055,71.424,58.568,56.005,50.814,83.14,88.603,72.068,79.276,74.395,82.732,90.954,72.7,57.941,65.398,30.077,36.983,27.74,71.771,67.685,57.772,59.646,43.573,36.542,67.157,38.314,46.939,68.255,63.211,59.38,58.094,53.743,53.743,38.244,91.735,64.95,69.659,68.003,80.358,53.493,72.716,5.614,9.628,27.332,57.426,91.021,66.16,74.352,7.885,13.663,17.151,16.424,15.988,15.552,0,18.895,2.907,1.163,11.192,9.448,2.907,4.07,4.36,0.727,5.233,14.244,23.547,16.424,8.576,6.692,8.733,3.082,22.432,40.582,0.342,36.644,47.26,23.288,39.555,33.904,23.973,3.425,4.623,8.219,12.842,18.493,3.938,40.172,6.897,33.103,27.414,6.034,3.621,1.034,0.862,3.793,1.552,2.931,8.448,46.207,12.674,39.071,66.323,34.701,58.544,68.578,56.24,40.687,69.648,71.945,4.713,74.948
H8B,Operational Delivery,90903,63.994,75.086,85.6,72.513,83.428,57.332,79.861,75.7,35.893,52.734,27.978,74.036,89.822,83.742,79.513,54.832,67.478,84.276,86.923,74.474,85.057,81.043,71.625,77.836,81.42,70.556,66.981,70.075,45.989,88.927,85.199,76.157,68.643,52.949,59.39,48.323,81.726,88.363,69.575,79.745,71.393,80.296,87.502,73.802,66.878,74.298,33.975,42.77,30.942,66.917,62.958,56.056,53.922,42.444,38.592,66.494,37.723,49.481,63.253,59.734,57.096,56.305,53.766,49.119,39.899,89.827,66.662,70.875,70.931,81.582,63.471,69.644,6.086,9.593,22.536,61.784,92.22,73.753,74.207,10.069,14.862,15.585,16.824,11.53,10.949,0.099,18.446,2.499,1.392,14.917,9.382,1.063,3.058,2.324,0.745,3.792,20.671,21.624,20.221,7.573,8.399,10.457,3.534,28.875,36.692,0.867,38.387,41.5,20.087,39.214,34.669,20.73,3.179,5.544,9.262,12.782,16.697,3.061,41.83,6.66,32.019,27.179,6.224,0.897,0.949,0.778,2.703,1.648,2.901,9.31,41.254,15.927,40.853,61.151,34.613,60.614,68.708,58.766,46.515,68.869,68.841,5.531,76.551
H8B,Policy,19419,67.306,83.597,83.657,76.41,87.57,58.363,84.746,72.904,42.948,60.137,24.917,75.098,93.938,87.58,81.511,69.224,85.7,81.78,85.53,79.635,89.91,90.59,70.136,85.429,87.441,72.709,70.573,76.557,41.055,90.986,88.41,83.319,63.164,49.923,66.679,53.69,88.703,92.009,79.59,78.687,75.628,74.814,89.077,78.506,56.936,62.458,44.699,47.556,36.605,80.985,74.522,55.177,68.377,43.796,38.679,73.525,48.388,57.743,72.017,70.975,56.89,59.387,56.125,61.373,43.052,91.738,77.812,75.629,72.247,80.071,66.679,81.589,4.926,15.037,40.377,39.659,97.104,67.047,76.726,7.186,19.784,10.432,10.935,17.482,21.151,0.072,28.993,3.309,1.223,8.561,5.755,3.094,3.022,3.885,0.36,8.489,10.144,14.029,16.043,7.698,6.254,6.837,3.377,16.31,39.044,0.082,36.079,50.988,32.784,32.537,34.02,32.372,1.977,2.306,5.519,7.578,12.768,2.718,33.196,15.277,29.48,26.259,4.624,5.78,1.817,1.156,0.33,0.495,2.808,8.753,42.136,16.485,47.303,57.947,28.346,57.61,67.368,55.407,38.496,69.49,73.449,5.112,83.343
H8B,Project Delivery,17497,67.127,83.639,86.073,76.365,87.174,63.071,84.919,76.212,43.669,60.842,24.933,74.939,92.986,86.491,82.201,69.889,86.597,84.671,87.476,79.27,90.708,89.252,72.773,84.222,85.865,73.667,71.387,75.173,41.253,89.359,88.228,83.937,69.81,55.819,65.607,61.052,87.796,90.714,78.302,82.864,73.427,79.39,88.983,76.973,65.256,73.226,45.267,50.498,35.259,78.743,72.196,61.683,65.349,44.15,44.272,75.311,47.342,58.578,71.251,69.476,57.71,60.503,57.931,61.05,44.944,92.125,77.799,78.036,74.211,84.444,64.453,78.863,3.884,10.081,32.18,53.855,92.315,68.214,77.156,8.543,19.745,11.216,9.402,14.372,17.193,0,32.707,3.492,2.082,9.201,9.738,2.216,2.283,2.955,0.269,6.649,13.902,14.708,18.737,6.582,7.827,8.284,4.765,21.408,42.595,0.513,39.003,51.979,32.038,36.437,37.903,32.918,1.979,2.346,8.065,8.944,11.217,2.126,37.73,14.738,31.688,25.055,4.716,2.432,1.548,4.2,0.516,0.59,2.358,8.18,43.773,16.667,47.395,56.117,30.537,62.008,69.814,59.088,46.101,72.773,73.2,4.715,80.702
H8B,Property,2736,68.064,81.829,86.404,76.095,84.107,61.732,83.863,77.727,43.835,56.669,25.299,75.433,92.361,88.168,82.265,64.786,81.499,84.174,88.633,77.924,89.202,85.567,75.449,81.851,84.534,74.807,69.845,74.541,47.055,89.308,85.301,77.697,72.541,58.593,59.061,56.787,85.704,89.508,75.916,84.303,72.907,84.004,89.593,75.028,67.728,77.112,43.62,51.025,36.892,71.742,67.008,60.44,59.553,43.826,38.895,71.051,43.526,54.116,68.531,67.435,63.653,61.211,58.873,54.629,39.275,92.909,70.937,73.69,70.817,84.804,62.816,74.569,3.671,7.122,23.091,66.116,87.566,68.628,78.299,6.689,18.681,8.791,12.088,10.989,15.385,1.099,26.374,4.396,0.549,8.791,17.033,1.099,2.198,3.297,0,5.495,13.736,14.835,17.582,13.187,7.018,5.263,1.053,22.632,46.316,0.526,30.526,32.632,19.474,27.895,33.158,25.263,1.053,1.053,4.737,5.263,17.895,5.789,34.392,21.164,23.28,30.159,3.704,2.116,1.058,3.175,6.349,0,3.175,7.937,36.649,19.048,41.053,57.813,24.286,64.459,72.349,62.689,47.735,76,75.156,3.159,76.173
H8B,Security,5547,66.972,74.247,81.653,68.447,77.686,57.086,76.354,75.702,38.226,50.801,28.89,74.366,91.001,80.21,77.625,57.481,64.723,79.639,83.652,70.114,77.058,75.621,65.414,73.357,77.425,65.966,65.108,66.19,48.147,82.87,79.454,70.787,65.59,52.497,57.979,52.221,77.872,83.634,67.27,76.583,70.997,79.186,88.674,71.346,70.092,73.922,37.538,42.677,34.434,60.625,58.925,53.371,53.503,42.661,37.556,62.344,39.975,48.122,69.85,64.085,61.882,59.139,55.086,45.737,35.947,88.608,64.27,66.45,74.308,78.418,50.818,63.147,5.313,7.108,19.112,68.468,84.037,68.96,67.716,11.019,16.42,11.33,8.21,11.166,13.793,0.164,27.422,3.941,1.806,9.688,13.3,1.149,4.105,3.448,1.149,5.09,18.062,22.332,25.944,7.225,9.816,13.148,4.444,34.444,42.407,2.963,37.222,44.074,23.889,39.63,35.926,23.519,2.963,7.222,9.444,9.63,17.963,3.148,39.852,12.177,35.609,28.598,4.797,3.137,0.923,2.399,2.399,2.399,3.137,8.303,46.777,14.098,34.323,60.589,39.442,65.783,71.283,63.557,52.213,78.475,78.527,4.785,69.845
H8B,Science and Engineering,8078,62.651,82.717,79.587,71.019,82.109,58.18,81.751,72.274,31.573,50.246,27.452,73.653,93.584,86.664,82.296,66.319,84.626,77.43,81.734,71.577,88.657,86.861,63.649,79.998,81.774,66.15,62.985,70.934,37.56,85.865,83.189,77.249,66.014,52.698,57.07,57.049,85.024,88.878,72.713,80.406,70.001,77.549,88.78,66.526,60.253,70.44,32.66,39.742,22.331,66.274,64.005,51.792,53.935,30.41,29.649,64.818,35.597,55.728,65.325,61.881,50.893,49.622,45.962,48.892,31.029,92.618,75.529,74.941,74.724,80.85,48.19,72.355,4.687,10.034,34.154,51.125,89.602,59.97,73.615,7.867,18.612,8.991,8.675,7.413,18.612,0.158,29.022,2.366,0.946,8.517,16.404,3.155,2.05,2.366,0.789,6.94,11.514,15.3,22.24,7.729,7.259,8.547,3.761,22.051,37.949,0.513,32.821,44.615,25.812,38.462,35.897,28.034,1.026,1.709,7.692,8.205,12.821,2.393,47.12,14.311,27.923,20.07,3.316,2.618,2.618,2.443,1.571,0.524,1.222,7.155,41.709,14.931,34.957,63.448,27.572,57.266,65.085,55.652,46.719,71.102,73.733,5.165,76.02
H09_1,Civil Service Fast Stream,2824,69.03,80.924,80.418,77.207,87.069,66.944,87.196,75.31,43.585,64.256,23.37,74.952,91.676,83.989,81.37,65.71,81.87,77.195,83.67,83.31,89.929,89.791,70.563,88.802,88.102,73.759,74.424,77.821,35.44,90.545,88.262,82.501,71.317,59.801,76.502,60.064,92.169,92.943,82.292,81.37,74.477,73.414,85.009,78.923,67.753,72.289,45.083,48.383,37.331,82.772,77.77,60.774,73.802,50.409,47.067,73.101,48.668,63.565,76.187,79.212,48.102,67.222,63.307,65.496,30.925,93.661,81.454,78.153,73.428,79.156,75.301,83.475,4.95,19.765,50.534,24.751,93.817,46.569,79.243,6.523,27.174,11.957,14.674,25,21.196,0,30.978,6.522,2.717,13.043,7.609,1.087,5.978,3.804,0,13.587,9.239,12.5,13.587,3.261,5.816,12.346,5.556,24.074,38.272,0.617,40.123,50,27.778,37.037,32.716,34.568,6.173,6.79,6.79,8.025,12.346,1.235,35.185,12.963,37.654,24.074,3.704,4.938,1.235,3.086,0,0.617,3.704,4.938,48.447,21.384,51.25,49.689,24.359,62.26,68.761,58.763,38.06,70.861,77.411,6.033,82.399
H09_2,Apprenticeship Scheme,6982,69.322,75.035,86.916,78.06,84.978,74.264,84.625,77.877,41.903,60.009,25.274,74.086,89.9,81.622,79.334,54.564,69.719,86.007,87.822,81.155,89.373,85.879,75.394,84.32,85.679,75.895,76.366,77.145,49.297,89.855,86.536,78.567,77.697,72.025,76.065,71.228,87.559,91.144,74.232,85.544,74.158,79.897,85.439,78.605,72.044,77.055,39.427,50.122,36.213,73.943,70.24,62.527,64.005,50.215,47.901,72.985,42.304,55.976,73.993,75.631,55.941,66.184,63.933,53.418,37.538,92.809,72.424,80.083,74.674,86.447,66.81,77.371,3.949,9.291,26.795,59.966,91.905,68.215,80.738,8.196,24.912,13.509,16.14,18.947,17.193,0.526,26.842,5.263,2.105,17.193,6.667,2.105,4.737,2.807,0.526,4.561,16.491,16.14,20,4.737,7.58,15.341,8.333,32.576,40.152,1.894,45.265,41.288,22.159,38.447,34.848,21.212,5.492,6.061,9.091,14.962,16.856,2.083,42.776,10.266,30.228,22.433,7.414,1.521,1.141,1.901,1.901,1.711,2.281,7.605,46.869,18.286,49.336,51.607,37.247,59.474,66.528,57.172,44.227,67.723,70.023,6.849,78.762
H09_3,Future Leaders Scheme,1654,71.191,85.895,86.578,78.806,89.373,73.725,85.103,75.695,42.841,64.462,23.621,78.026,94.921,88.613,86.242,73.681,85.973,85.472,87.666,82.044,88.182,90.522,76.713,85.239,87.062,75.061,74.241,78.087,50.877,91.228,90.303,86.562,77.361,72.893,71.689,73.019,87.356,91.51,80.254,81.356,78.476,81.466,92.71,80.073,58.156,63.362,43.255,49.213,36.056,80.823,74.319,61.674,69.758,48.547,49.97,77.286,54.088,63.581,78.235,74.395,66.081,68.364,66.264,67.312,55.112,92.861,80.762,77.165,77.542,83.243,85.662,79.843,5.822,14.13,34.991,45.058,95.374,76.446,78.51,8.953,20.27,14.189,14.189,14.865,23.649,0,23.649,2.703,4.054,6.757,6.081,1.351,1.351,2.027,0.676,8.108,12.838,8.108,17.568,5.405,8.888,10.204,6.122,27.211,51.02,0.68,42.177,46.939,31.293,36.735,43.537,31.293,1.361,0.68,4.082,3.401,12.925,1.361,45.205,10.959,27.397,28.767,11.644,4.11,1.37,2.74,0.685,2.055,1.37,8.219,42.466,17.483,42.177,63.265,43.548,64.104,75.045,63.714,45.879,75.455,74.53,4.306,84.867
H09_4,Senior Leaders Scheme,445,78.807,93.251,93.371,85.272,93.783,80.787,88.989,77.693,44.419,75.817,18.622,83.505,97.973,95.506,93.439,87.783,92.135,92.809,93.933,88.09,91.685,92.809,85.618,90.112,89.888,79.505,79.91,84.459,71.011,93.483,94.831,93.228,83.371,80.899,79.101,79.775,91.892,92.117,87.162,84.944,85.586,87.387,96.404,82.167,56.561,57.978,45.393,51.91,35.955,87.416,83.484,75.955,80.813,60.271,62.697,83.937,72.235,75.621,88.063,80.361,79.955,78.555,79.054,80.225,71.461,95.955,89.438,85.909,90.112,89.663,84.494,87.416,4.045,9.438,37.079,49.438,96.296,86.079,85.383,5.393,25,4.167,12.5,33.333,16.667,0,29.167,4.167,0,16.667,8.333,0,8.333,16.667,4.167,20.833,0,4.167,25,4.167,5.393,8.333,4.167,37.5,54.167,0,37.5,37.5,33.333,37.5,33.333,29.167,4.167,0,12.5,12.5,12.5,0,39.13,21.739,17.391,26.087,13.043,4.348,0,0,0,0,8.696,8.696,33.333,18.182,50,58.333,[c],74.434,84.127,71.364,51.474,82.658,78.555,3.837,88.262
H09_5,High Potential Development Scheme,462,72.691,87.641,89.394,80.834,90.693,79.762,86.472,75.88,39.827,69.234,21.367,79.707,94.372,92.157,85.9,78.091,87.662,88.095,90.693,83.983,91.126,91.54,78.308,86.117,89.394,75.274,76.906,78.696,56.926,92.424,91.087,88.528,80.043,80.087,76.407,82.468,88.961,91.757,82.863,82.251,79.654,83.117,93.696,78.525,56.739,63.261,39.394,47.403,32.684,84.848,78.959,67.028,74.783,52.928,54.762,77.996,61.572,69.697,82.035,74.62,67.749,68.696,67.1,72.391,64.935,93.506,82.9,79.348,80.26,84.199,80,81.818,6.291,13.883,36.659,43.167,97.149,79.825,79.386,10.629,16.327,8.163,12.245,8.163,24.49,0,24.49,2.041,2.041,16.327,8.163,0,2.041,2.041,0,12.245,12.245,18.367,22.449,6.122,7.576,11.765,8.824,17.647,55.882,0,41.176,47.059,41.176,52.941,38.235,38.235,2.941,2.941,14.706,8.824,8.824,0,32.353,8.824,23.529,26.471,5.882,5.882,0,0,2.941,2.941,8.824,11.765,35.294,9.677,42.424,71.429,50,67.245,77.44,64.859,48.59,77.489,76.79,3.471,85.714
